x_m,y_m,width_left_m,width_right_m,vx_mps
-72.9729209,53.8399681,0.6839176,1.470376,6.1394211
-72.8768023,53.8675972,0.6671272,1.4863234,6.208607
-72.7801655,53.8935409,0.6503367,1.5022708,6.2796824
-72.6830716,53.9178712,0.6335463,1.5182183,6.3510825
-72.5855817,53.9406596,0.6167558,1.5341657,6.4214071
-72.4877567,53.9619781,0.5999654,1.5501131,6.4906923
-72.3896621,53.9818976,0.5831749,1.5660606,6.5589722
-72.2913771,54.0004834,0.5663845,1.582008,6.626279
-72.1928895,54.0178096,0.5571508,1.5881577,6.692643
-72.0942145,54.0339423,0.5510028,1.5903067,6.7580931
-71.9953677,54.0489479,0.5448548,1.5924557,6.8226566
-71.8963644,54.0628926,0.5387069,1.5946046,6.8863595
-71.7972201,54.0758427,0.5325589,1.5967536,6.9492265
-71.6979501,54.0878646,0.5264109,1.5989026,7.0112811
-71.5985699,54.0990244,0.5202629,1.6010516,7.0725456
-71.4990948,54.1093886,0.5141149,1.6032006,7.1330414
-71.3995473,54.1190227,0.5079669,1.6053495,7.1927888
-71.2999765,54.1279838,0.5018189,1.6074985,7.2518074
-71.2003461,54.1363196,0.5,1.6070338,7.3101156
-71.1006618,54.1440707,0.5,1.6054708,7.3677313
-71.0009292,54.1512779,0.5,1.6039078,7.4246715
-70.901154,54.1579818,0.5,1.6023448,7.4809525
-70.801342,54.164223,0.5,1.6007818,7.5365901
-70.7014988,54.1700423,0.5,1.5992189,7.5915993
-70.60163,54.1754804,0.5,1.5976559,7.6459944
-70.5017414,54.1805779,0.5,1.5960929,7.6997894
-70.40184,54.1853753,0.5,1.5945299,7.7529977
-70.3019362,54.189905,0.5,1.5929669,7.805632
-70.2020236,54.1941791,0.5015107,1.5913181,7.8577048
-70.1021029,54.1982061,0.5036744,1.5896322,7.909228
-70.0021745,54.2019948,0.505838,1.5879463,7.9602131
-69.9022389,54.2055537,0.5080017,1.5862604,8.0106711
-69.8022968,54.2088913,0.5101654,1.5845745,8.0606128
-69.7023485,54.2120164,0.512329,1.5828886,8.1100485
-69.6023947,54.2149374,0.5144927,1.5812026,8.1589883
-69.502436,54.217663,0.5166564,1.5795167,8.2074416
-69.4024715,54.2202018,0.51882,1.5778308,8.255418
-69.3024972,54.22256,0.5209837,1.5761449,8.3029264
-69.2025193,54.2247374,0.5258425,1.5750173,8.3499756
-69.1025381,54.2267333,0.5318993,1.5741378,8.396574
-69.002554,54.2285467,0.537956,1.5732583,8.44273
-68.9025673,54.2301767,0.5440128,1.5723788,8.4884513
-68.8025785,54.2316226,0.5500695,1.5714992,8.5337458
-68.7025878,54.2328834,0.5561262,1.5706197,8.5786208
-68.6025955,54.2339583,0.562183,1.5697402,8.6230838
-68.5026022,54.2348465,0.5682397,1.5688607,8.6671418
-68.4026067,54.235547,0.5742964,1.5679812,8.7108015
-68.302605,54.2360596,0.5803532,1.5671017,8.7540697
-68.2026032,54.236385,0.5861029,1.5666334,8.7969528
-68.1026017,54.2365242,0.5917124,1.5663529,8.8394572
-68.0026009,54.2364782,0.5973219,1.5660724,8.8815889
-67.9026012,54.2362481,0.6029313,1.5657919,8.9233539
-67.8026028,54.2358348,0.6085408,1.5655115,8.9647579
-67.7026063,54.2352394,0.6141503,1.565231,9.0058067
-67.6026118,54.2344628,0.6197598,1.5649505,9.0465058
-67.5026199,54.233506,0.6253693,1.56467,9.0868604
-67.4026288,54.23237,0.6309787,1.5643895,9.1268758
-67.302633,54.2310558,0.6365882,1.564109,9.1665571
-67.2026408,54.2295645,0.639766,1.562634,9.2059092
-67.1026524,54.2278973,0.6418019,1.5605981,9.244937
-67.0026682,54.2260554,0.6438378,1.5585622,9.2836452
-66.9026884,54.2240399,0.6458737,1.5565263,9.3220384
-66.8027134,54.2218518,0.6479097,1.5544903,9.360121
-66.7027435,54.2194924,0.6499456,1.5524544,9.3978976
-66.602779,54.2169627,0.6519815,1.5504185,9.4353723
-66.5028201,54.214264,0.6540174,1.5483826,9.4725493
-66.4028644,54.2113972,0.6560534,1.5463466,9.5094327
-66.3029051,54.2083633,0.6580893,1.5443107,9.5460266
-66.2029523,54.2051633,0.6612625,1.5411375,9.5823348
-66.1030063,54.2017983,0.6649843,1.5374157,9.6183612
-66.0030673,54.1982692,0.6687062,1.5336938,9.6541094
-65.9031355,54.1945769,0.672428,1.529972,9.6895831
-65.8032111,54.1907224,0.6761499,1.5262501,9.724786
-65.7032945,54.1867065,0.6798718,1.5225282,9.7597215
-65.6033857,54.1825302,0.6835936,1.5188064,9.7943929
-65.5034851,54.1781945,0.6873155,1.5150845,9.8288038
-65.4035896,54.1737001,0.6910374,1.5113626,9.8629573
-65.3036922,54.1690476,0.6947592,1.5076408,9.8968567
-65.2038036,54.1642385,0.6994992,1.5028829,9.9305051
-65.103924,54.159274,0.7047437,1.4976116,9.9639056
-65.0040536,54.1541551,0.7099883,1.4923403,9.9970612
-64.9041926,54.1488828,0.7152328,1.487069,10.0299749
-64.8043413,54.1434583,0.7204774,1.4817977,10.0626496
-64.7044997,54.1378826,0.7257219,1.4765263,10.0950881
-64.6046681,54.1321568,0.7309664,1.471255,10.1272932
-64.5048466,54.1262819,0.736211,1.4659837,10.1592677
-64.4050316,54.1202587,0.7414555,1.4607124,10.1910142
-64.305216,54.114088,0.7467001,1.4554411,10.2225355
-64.2054111,54.1077713,0.7524797,1.4492489,10.2538339
-64.105617,54.1013096,0.7585317,1.442588,10.2849122
-64.0058339,54.094704,0.7645836,1.4359272,10.3157728
-63.9060619,54.0879556,0.7706356,1.4292663,10.3464181
-63.8063011,54.0810652,0.7766876,1.4226054,10.3768505
-63.7065517,54.074034,0.7827395,1.4159446,10.4070724
-63.6068138,54.0668629,0.7887915,1.4092837,10.4370861
-63.5070876,54.059553,0.7948435,1.4026228,10.4668939
-63.4073686,54.0521049,0.8008954,1.395962,10.496498
-63.3076506,54.0445192,0.8069474,1.3893011,10.5259006
-63.2079446,54.0367978,0.8114916,1.3819062,10.5551039
-63.1082506,54.0289416,0.8152479,1.3741276,10.58411
-63.0085688,54.0209517,0.8190043,1.3663491,10.6129209
-62.9088993,54.0128292,0.8227606,1.3585706,10.6415387
-62.8092422,54.0045751,0.826517,1.3507921,10.6699655
-62.7095974,53.9961904,0.8302733,1.3430135,10.6982032
-62.6099653,53.9876763,0.8340297,1.335235,10.7262537
-62.5103457,53.9790337,0.837786,1.3274565,10.754119
-62.410734,53.9702633,0.8415424,1.319678,10.781801
-62.3111247,53.9613656,0.8452987,1.3118995,10.8093015
-62.2115282,53.9523426,0.8481589,1.3047026,10.8366223
-62.1119445,53.9431952,0.8505383,1.2978177,10.8637652
-62.0123738,53.9339246,0.8529177,1.2909328,10.8907321
-61.9128161,53.9245318,0.8552971,1.2840479,10.9175246
-61.8132713,53.9150177,0.8576765,1.277163,10.9441444
-61.7137396,53.9053836,0.860056,1.2702781,10.9705932
-61.614221,53.8956303,0.8624354,1.2633932,10.9968728
-61.5147155,53.885759,0.8648148,1.2565083,11.0229847
-61.4152184,53.8757702,0.8671942,1.2496234,11.0489305
-61.3157248,53.8656644,0.8695737,1.2427385,11.0747118
-61.2162445,53.8554437,0.8742814,1.2374446,11.1003302
-61.1167773,53.845109,0.8802708,1.2330263,11.1257872
-61.0173234,53.8346615,0.8862603,1.2286081,11.1510844
-60.9178827,53.8241022,0.8922497,1.2241899,11.1762232
-60.8184552,53.8134321,0.8982391,1.2197716,11.201205
-60.7190409,53.8026522,0.9042285,1.2153534,11.2260315
-60.6196398,53.7917637,0.9102179,1.2109352,11.2507039
-60.5202519,53.7807676,0.9162074,1.2065169,11.2752236
-60.4208725,53.7696643,0.9221968,1.2020987,11.2995922
-60.321498,53.7584545,0.9281862,1.1976805,11.3238109
-60.2221367,53.7471402,0.9314523,1.1939202,11.3478811
-60.1227885,53.7357224,0.9331803,1.1905316,11.3718041
-60.0234533,53.7242022,0.9349082,1.187143,11.3955812
-59.9241313,53.7125805,0.9366362,1.1837544,11.4192138
-59.8248222,53.7008584,0.9383642,1.1803658,11.442703
-59.7255261,53.6890369,0.9400921,1.1769771,11.4660503
-59.6262429,53.6771171,0.9418201,1.1735885,11.4892567
-59.5269726,53.6651,0.943548,1.1701999,11.5123236
-59.4277109,53.6529861,0.945276,1.1668113,11.5352521
-59.3284552,53.6407762,0.9470039,1.1634227,11.5580434
-59.2292123,53.628472,0.9509694,1.1609098,11.5806987
-59.129982,53.6160748,0.9562313,1.1589045,11.6032192
-59.0307643,53.6035854,0.9614933,1.1568991,11.625606
-58.9315592,53.5910051,0.9667552,1.1548937,11.6478603
-58.8323665,53.5783347,0.9720171,1.1528883,11.6699831
-58.7331862,53.5655755,0.9772791,1.150883,11.6919756
-58.6340182,53.5527284,0.982541,1.1488776,11.7138388
-58.5348624,53.5397945,0.987803,1.1468722,11.7355739
-58.4357153,53.5267743,0.9930649,1.1448669,11.7571819
-58.3365756,53.5136689,0.9983268,1.1428615,11.7786637
-58.2374478,53.5004796,1.002204,1.1394351,11.8000206
-58.1383318,53.4872076,1.0052581,1.1351641,11.8212535
-58.0392275,53.4738538,1.0083122,1.1308931,11.8423633
-57.9401346,53.4604192,1.0113663,1.1266222,11.8633512
-57.8410532,53.4469047,1.0144204,1.1223512,11.884218
-57.741983,53.4333114,1.0174746,1.1180802,11.9049648
-57.6429239,53.4196403,1.0205287,1.1138093,11.9255925
-57.5438758,53.4058922,1.0235828,1.1095383,11.9461021
-57.4448376,53.3920681,1.0266369,1.1052673,11.9664944
-57.345809,53.3781688,1.029691,1.1009964,11.9867705
-57.246791,53.3641952,1.0313228,1.0973644,12.0069313
-57.1477834,53.3501479,1.0320875,1.0941219,12.0269776
-57.0487862,53.3360277,1.0328523,1.0908795,12.0469103
-56.9497991,53.3218353,1.0336171,1.087637,12.0667304
-56.8508221,53.3075713,1.0343819,1.0843945,12.0864386
-56.7518551,53.2932365,1.0351467,1.081152,12.106036
-56.6528978,53.2788317,1.0359115,1.0779096,12.1255232
-56.5539503,53.2643574,1.0366763,1.0746671,12.1449012
-56.4550146,53.2498148,1.037441,1.0714246,12.1641708
-56.3560908,53.2352045,1.0382058,1.0681821,12.1833329
-56.2571763,53.2205268,1.0381248,1.0676766,12.2023881
-56.1582712,53.2057825,1.0375151,1.0688816,12.2213374
-56.0593752,53.190972,1.0369055,1.0700866,12.2401816
-55.9604884,53.176096,1.0362958,1.0712916,12.2589214
-55.8616106,53.1611552,1.0356862,1.0724966,12.2775575
-55.7627417,53.1461503,1.0350765,1.0737016,12.2960909
-55.6638817,53.1310817,1.0344668,1.0749066,12.3145222
-55.5650305,53.1159503,1.0338572,1.0761116,12.3328522
-55.4661923,53.1007572,1.0332475,1.0773167,12.3510817
-55.3673669,53.0855032,1.0326379,1.0785217,12.3692113
-55.26855,53.0701882,1.0287716,1.0813332,12.3872419
-55.1697414,53.054813,1.0228186,1.0851742,12.4051741
-55.0709412,53.0393782,1.0168656,1.0890152,12.4230086
-54.9721492,53.0238846,1.0109126,1.0928562,12.4407462
-54.8733654,53.0083327,1.0049596,1.0966971,12.4583876
-54.7745895,52.9927233,0.9990066,1.1005381,12.4759334
-54.6758215,52.9770571,0.9930536,1.1043791,12.4933843
-54.5770614,52.9613347,0.9871006,1.1082201,12.5107411
-54.4783151,52.9455578,0.9811476,1.1120611,12.5280043
-54.3795814,52.929727,0.9751946,1.1159021,12.5451747
-54.2808552,52.913842,0.9717626,1.1196205,12.5622529
-54.1821364,52.8979035,0.9699866,1.1232586,12.5792395
-54.083425,52.8819122,0.9682106,1.1268966,12.5961353
-53.9847207,52.8658687,0.9664346,1.1305346,12.6129408
-53.8860235,52.8497737,0.9646585,1.1341726,12.6296567
-53.7873334,52.8336279,0.9628825,1.1378106,12.6462835
-53.6886501,52.8174319,0.9611065,1.1414487,12.662822
-53.5899737,52.8011863,0.9593305,1.1450867,12.6792727
-53.4913115,52.7848932,0.9575545,1.1487247,12.6956362
-53.3926616,52.7685528,0.9557785,1.1523627,12.7119132
-53.2940181,52.7521648,0.9543801,1.1556168,12.7281042
-53.1953811,52.73573,0.9532361,1.1586124,12.7442098
-53.0967503,52.719249,0.952092,1.161608,12.7602306
-52.9981257,52.7027225,0.950948,1.1646036,12.7761672
-52.8995071,52.6861512,0.9498039,1.1675991,12.7920202
-52.8008945,52.6695356,0.9486599,1.1705947,12.80779
-52.7022878,52.6528765,0.9475158,1.1735903,12.8234774
-52.6036868,52.6361746,0.9463718,1.1765859,12.8390827
-52.5051002,52.619432,0.9452277,1.1795815,12.8546067
-52.4065251,52.6026488,0.9440837,1.1825771,12.8700497
-52.3079553,52.5858248,0.9416116,1.1855231,12.8854125
-52.2093909,52.5689606,0.9382231,1.188435,12.9006954
-52.1108317,52.5520569,0.9348346,1.1913468,12.9158991
-52.0122776,52.5351144,0.9314461,1.1942586,12.931024
-51.9137286,52.5181337,0.9280576,1.1971705,12.9460707
-51.8151844,52.5011154,0.9246692,1.2000823,12.9610397
-51.716645,52.4840603,0.9212807,1.2029942,12.9759314
-51.6181104,52.466969,0.9178922,1.205906,12.9907465
-51.5195899,52.4498438,0.9145037,1.2088178,13.0054854
-51.4210796,52.4326848,0.9111153,1.2117297,13.0201486
-51.3225737,52.4154916,0.9083948,1.2142027,13.0347366
-51.2240721,52.3982648,0.9061467,1.2163656,13.0492499
-51.1255746,52.3810052,0.9038985,1.2185284,13.0636889
-51.0270811,52.3637134,0.9016504,1.2206912,13.0780542
-50.9285916,52.3463901,0.8994023,1.222854,13.0923462
-50.8301059,52.3290359,0.8971541,1.2250169,13.1065654
-50.7316238,52.3116515,0.894906,1.2271797,13.1207122
-50.6331454,52.2942376,0.8926578,1.2293425,13.1347872
-50.5346806,52.2767966,0.8904097,1.2315053,13.1487907
-50.4362247,52.2593284,0.8881616,1.2336681,13.1627233
-50.3377721,52.2418327,0.8861471,1.2358662,13.1765853
-50.2393226,52.2243101,0.8843018,1.2380897,13.1903773
-50.1408761,52.2067613,0.8824566,1.2403132,13.2040996
-50.0424326,52.189187,0.8806114,1.2425368,13.2177527
-49.9439919,52.1715879,0.8787661,1.2447603,13.2313371
-49.845554,52.1539645,0.8769209,1.2469839,13.2448532
-49.7471186,52.1363176,0.8750756,1.2492074,13.2583013
-49.6486858,52.1186478,0.8732304,1.2514309,13.2716819
-49.5502657,52.1009577,0.8713852,1.2536545,13.2849955
-49.4518529,52.083247,0.8695399,1.255878,13.2982425
-49.3534423,52.0655154,0.866371,1.2577542,13.3114232
-49.2550337,52.0477636,0.8622195,1.2593725,13.3245381
-49.1566271,52.0299923,0.858068,1.2609908,13.3375875
-49.0582223,52.0122021,0.8539165,1.2626092,13.350572
-48.9598193,51.9943938,0.849765,1.2642275,13.3634918
-48.8614179,51.9765679,0.8456135,1.2658458,13.3763475
-48.7630179,51.9587251,0.841462,1.2674642,13.3891392
-48.6646194,51.9408662,0.8373105,1.2690825,13.4018676
-48.5662324,51.9229935,0.8331591,1.2707008,13.4145329
-48.4678511,51.9051069,0.8290076,1.2723191,13.4271355
-48.3694709,51.887206,0.8281656,1.2734083,13.4396758
-48.2710916,51.8692916,0.8298401,1.274095,13.4521543
-48.1727131,51.8513643,0.8315147,1.2747817,13.4645711
-48.0743354,51.8334249,0.8331893,1.2754684,13.4769268
-47.9759584,51.8154739,0.8348639,1.2761551,13.4892217
-47.8775818,51.7975121,0.8365385,1.2768418,13.5014562
-47.7792057,51.7795401,0.838213,1.2775285,13.5136306
-47.6808298,51.7615585,0.8398876,1.2782152,13.5257452
-47.582464,51.7435699,0.8415622,1.278902,13.5378005
-47.4841022,51.7255738,0.8432368,1.2795887,13.5497968
-47.3857403,51.7075702,0.8433797,1.2808874,13.5617344
-47.2873783,51.6895598,0.8423296,1.282663,13.5736137
-47.1890161,51.6715431,0.8412794,1.2844385,13.5854351
-47.0906535,51.6535209,0.8402293,1.286214,13.5971988
-46.9922904,51.6354939,0.8391791,1.2879896,13.6089052
-46.8939268,51.6174627,0.838129,1.2897651,13.6205547
-46.7955625,51.5994279,0.8370789,1.2915406,13.6321475
-46.6971974,51.5813903,0.8360287,1.2933162,13.6436841
-46.5988406,51.5633522,0.8349786,1.2950917,13.6551647
-46.500486,51.5453132,0.8339284,1.2968672,13.6665897
-46.4021304,51.5272733,0.8312005,1.2986165,13.6779594
-46.3037735,51.5092333,0.827134,1.3003449,13.6892741
-46.2054153,51.4911937,0.8230675,1.3020732,13.7005341
-46.1070557,51.4731553,0.819001,1.3038016,13.7117397
-46.0086946,51.4551187,0.8149345,1.3055299,13.7228914
-45.9103318,51.4370845,0.8108681,1.3072583,13.7339893
-45.8119673,51.4190536,0.8068016,1.3089866,13.7450338
-45.7136009,51.4010264,0.8027351,1.310715,13.7560251
-45.6152407,51.3830053,0.7986686,1.3124433,13.7669637
-45.5168812,51.3649897,0.7946021,1.3141717,13.7778498
-45.4185195,51.3469801,0.7928318,1.3157289,13.7886836
-45.3201556,51.3289769,0.7929379,1.3171462,13.7994656
-45.2217893,51.3109808,0.7930441,1.3185635,13.810196
-45.1234205,51.2929926,0.7931503,1.3199808,13.820875
-45.0250491,51.2750129,0.7932565,1.3213982,13.831503
-44.9266751,51.2570423,0.7933626,1.3228155,13.8420803
-44.8282982,51.2390816,0.7934688,1.3242328,13.8526071
-44.7299185,51.2211313,0.793575,1.3256502,13.8630837
-44.6315428,51.2031935,0.7936811,1.3270675,13.8735105
-44.5331662,51.1852679,0.7937873,1.3284848,13.8838877
-44.4347863,51.1673548,0.7921165,1.3300701,13.8942155
-44.3364032,51.1494549,0.7889584,1.3317958,13.9044943
-44.2380167,51.1315688,0.7858003,1.3335216,13.9147243
-44.1396267,51.1136972,0.7826422,1.3352473,13.9249059
-44.0412331,51.0958407,0.7794841,1.3369731,13.9350392
-43.9428358,51.0780001,0.776326,1.3386988,13.9451245
-43.8444347,51.060176,0.7731679,1.3404246,13.9551622
-43.7460297,51.0423691,0.7700098,1.3421503,13.9651524
-43.6476264,51.024581,0.7668517,1.3438761,13.9750954
-43.5492207,51.0068118,0.7636936,1.3456018,13.9849916
-43.4508108,50.9890617,0.7619006,1.3469192,13.9948411
-43.3523966,50.9713314,0.7612776,1.3478865,14.0046442
-43.253978,50.9536216,0.7606547,1.3488539,14.0144011
-43.155555,50.935933,0.7600318,1.3498212,14.0241122
-43.0571274,50.9182663,0.7594088,1.3507885,14.0337777
-42.9586951,50.900622,0.7587859,1.3517558,14.0433978
-42.8602581,50.883001,0.7581629,1.3527231,14.0529728
-42.7618163,50.8654038,0.75754,1.3536905,14.0625028
-42.6633737,50.8478318,0.756917,1.3546578,14.0719883
-42.5649273,50.8302852,0.7562941,1.3556251,14.0814293
-42.4664757,50.8127645,0.7567937,1.3569378,14.0908262
-42.3680189,50.7952703,0.7582786,1.3585537,14.1001792
-42.2695568,50.7778032,0.7597635,1.3601695,14.1094885
-42.1710894,50.7603641,0.7612484,1.3617854,14.1187544
-42.0726164,50.7429534,0.7627333,1.3634013,14.127977
-41.9741379,50.7255719,0.7642182,1.3650172,14.1371567
-41.8756537,50.7082202,0.7657032,1.366633,14.1462937
-41.7771637,50.6908991,0.7671881,1.3682489,14.1553882
-41.6786707,50.6736096,0.768673,1.3698648,14.1644403
-41.5801724,50.6563521,0.7701579,1.3714807,14.1734504
-41.4816681,50.6391272,0.7696463,1.3733,14.1824187
-41.3831577,50.6219354,0.7673402,1.3753022,14.1913454
-41.2846412,50.6047775,0.7650341,1.3773045,14.2002307
-41.1861183,50.587654,0.762728,1.3793067,14.2090749
-41.0875892,50.5705658,0.7604218,1.3813089,14.2178781
-40.9890536,50.5535135,0.7581157,1.3833112,14.2266406
-40.8905114,50.5364976,0.7558096,1.3853134,14.2353626
-40.7919627,50.519519,0.7535035,1.3873156,14.2440443
-40.6934086,50.5025784,0.7511974,1.3893179,14.2526859
-40.594848,50.4856765,0.7488912,1.3913201,14.2612877
-40.4962805,50.4688137,0.7446486,1.393575,14.2698498
-40.3977061,50.4519907,0.7386235,1.3960626,14.2783724
-40.2991248,50.4352083,0.7325984,1.3985501,14.2868559
-40.2005363,50.4184671,0.7265733,1.4010377,14.2953002
-40.1019408,50.4017678,0.7205482,1.4035252,14.3037058
-40.003338,50.385111,0.7145231,1.4060127,14.3120728
-39.9047279,50.3684973,0.708498,1.4085003,14.3204013
-39.8061104,50.3519276,0.7024729,1.4109878,14.3286916
-39.7074853,50.3354023,0.6964478,1.4134753,14.336944
-39.6088526,50.3189222,0.6904227,1.4159629,14.3451584
-39.5102123,50.302488,0.6873099,1.4182121,14.3533353
-39.4115643,50.2861003,0.6869419,1.4202367,14.3614748
-39.3129086,50.2697599,0.6865739,1.4222612,14.369577
-39.2142452,50.2534673,0.6862059,1.4242858,14.3776422
-39.1155738,50.2372233,0.6858379,1.4263104,14.3856705
-39.0168945,50.2210285,0.6854699,1.428335,14.3936622
-38.9182072,50.2048836,0.6851018,1.4303595,14.4016175
-38.8195118,50.1887892,0.6847338,1.4323841,14.4095364
-38.7208066,50.1727459,0.6843658,1.4344087,14.4174193
-38.622093,50.1567544,0.6839978,1.4364333,14.4252663
-38.523371,50.1408154,0.6822046,1.4391345,14.4330776
-38.4246407,50.1249297,0.6790358,1.4424889,14.4408533
-38.3259021,50.1090979,0.6758671,1.4458433,14.4485937
-38.2271549,50.0933206,0.6726983,1.4491976,14.456299
-38.1283993,50.0775985,0.6695296,1.452552,14.4639692
-38.029635,50.0619323,0.6663608,1.4559064,14.4716047
-37.9308622,50.0463226,0.6631921,1.4592607,14.4792055
-37.8320806,50.0307701,0.6600234,1.4626151,14.4867719
-37.7332874,50.015275,0.6568546,1.4659694,14.494304
-37.6344849,49.9998383,0.6536859,1.4693238,14.501802
-37.5356736,49.9844609,0.6487239,1.4731861,14.509266
-37.4368534,49.9691433,0.6419897,1.4775504,14.5166964
-37.3380241,49.9538862,0.6352556,1.4819146,14.5240931
-37.2391859,49.9386903,0.6285214,1.4862789,14.5314565
-37.1403386,49.9235563,0.6217873,1.4906431,14.5387866
-37.0414822,49.9084847,0.6150531,1.4950074,14.5460836
-36.9426167,49.8934764,0.608319,1.4993717,14.5533477
-36.8437419,49.878532,0.6015849,1.5037359,14.5605791
-36.7448538,49.8636515,0.5948507,1.5081002,14.5677779
-36.6459558,49.8488363,0.5881166,1.5124644,14.5749444
-36.5470484,49.8340874,0.5848966,1.5160865,14.5820785
-36.4481315,49.8194057,0.5852327,1.5189577,14.5891806
-36.3492051,49.804792,0.5855687,1.5218288,14.5962508
-36.250269,49.7902472,0.5859047,1.5246999,14.6032892
-36.1513233,49.7757723,0.5862408,1.5275711,14.610296
-36.0523678,49.761368,0.5865768,1.5304422,14.6172714
-35.9534024,49.7470354,0.5869129,1.5333133,14.6242155
-35.8544271,49.7327752,0.5872489,1.5361845,14.6311285
-35.755437,49.7185876,0.5875849,1.5390556,14.6380105
-35.6564362,49.7044744,0.587921,1.5419267,14.6448616
-35.5574252,49.6904366,0.5896002,1.5448054,14.6516822
-35.458404,49.6764753,0.5926712,1.547692,14.6584722
-35.3593725,49.6625915,0.5957422,1.5505786,14.6652318
-35.2603306,49.6487862,0.5988132,1.5534651,14.6719613
-35.1612782,49.6350606,0.6018842,1.5563517,14.6786606
-35.0622153,49.6214156,0.6049552,1.5592383,14.6853301
-34.9631418,49.6078522,0.6080262,1.5621248,14.6919699
-34.8640575,49.5943716,0.6110971,1.5650114,14.69858
-34.7649572,49.5809741,0.6141681,1.567898,14.7051606
-34.6658455,49.5676612,0.6172391,1.5707845,14.7117119
-34.5667228,49.5544341,0.6156537,1.5731893,14.7182341
-34.4675893,49.5412938,0.609128,1.5750829,14.7247272
-34.3684448,49.5282412,0.6026023,1.5769765,14.7311914
-34.2692892,49.5152773,0.5960766,1.5788701,14.7376269
-34.1701227,49.5024032,0.5895509,1.5807637,14.7440338
-34.070945,49.4896197,0.5830251,1.5826573,14.7504123
-33.9717562,49.476928,0.5764994,1.5845509,14.7567624
-33.8725562,49.4643289,0.5699737,1.5864445,14.7630843
-33.7733391,49.4518227,0.563448,1.5883381,14.7693782
-33.6741102,49.4394109,0.5569223,1.5902317,14.7756441
-33.5748701,49.4270945,0.5509604,1.5917981,14.7818823
-33.4756188,49.414874,0.5456112,1.5930089,14.7880929
-33.3763563,49.4027505,0.5402619,1.5942197,14.794276
-33.2770827,49.3907246,0.5349126,1.5954305,14.8004317
-33.1777979,49.3787971,0.5295634,1.5966413,14.8065601
-33.078502,49.3669689,0.5242141,1.5978522,14.8126615
-32.9791949,49.3552407,0.5188649,1.599063,14.8187359
-32.8798767,49.3436133,0.5135156,1.6002738,14.8247834
-32.7805406,49.3320866,0.5081663,1.6014846,14.8308043
-32.681193,49.3206615,0.5028171,1.6026954,14.8367986
-32.5818345,49.3093378,0.5002985,1.6039314,14.8427664
-32.4824653,49.2981155,0.5009291,1.6051955,14.8487079
-32.3830855,49.2869946,0.5015597,1.6064595,14.8546232
-32.2836952,49.2759748,0.5021904,1.6077236,14.8605125
-32.1842945,49.2650561,0.502821,1.6089876,14.8663758
-32.0848836,49.2542385,0.5034516,1.6102516,14.8722133
-31.9854627,49.2435218,0.5040822,1.6115157,14.8780251
-31.8860317,49.2329059,0.5047128,1.6127797,14.8838114
-31.786583,49.2223898,0.5053434,1.6140438,14.8895722
-31.6871242,49.2119742,0.5059741,1.6153078,14.8953077
-31.5876558,49.2016588,0.5068298,1.6161885,14.901018
-31.4881779,49.1914432,0.5079421,1.6166326,14.9067032
-31.3886908,49.1813273,0.5090544,1.6170767,14.9123634
-31.2891944,49.1713107,0.5101667,1.6175208,14.9179989
-31.189689,49.1613931,0.511279,1.6179649,14.9236096
-31.0901748,49.1515743,0.5123912,1.6184089,14.9291957
-30.9906517,49.1418539,0.5135035,1.618853,14.9347573
-30.8911201,49.1322318,0.5146158,1.6192971,14.9402946
-30.7915712,49.1227067,0.5157281,1.6197412,14.9458076
-30.6920137,49.1132792,0.5168403,1.6201853,14.9512965
-30.5924479,49.1039491,0.5187195,1.6203467,14.9567613
-30.492874,49.094716,0.5214934,1.6201783,14.9622023
-30.3932921,49.0855797,0.5242672,1.6200099,14.9676195
-30.2937023,49.0765399,0.5270411,1.6198415,14.973013
-30.1941047,49.0675963,0.5298149,1.6196731,14.9783829
-30.0944996,49.0587486,0.5325888,1.6195047,14.9837294
-29.994887,49.0499965,0.5353626,1.6193363,14.9890525
-29.8952669,49.0413398,0.5381365,1.6191679,14.9943525
-29.7956304,49.0327774,0.5409103,1.6189995,14.9996293
-29.6959865,49.0243096,0.5436842,1.6188311,15
-29.5963356,49.0159363,0.5431363,1.6179175,15
-29.4966778,49.0076569,0.5386195,1.6161137,15
-29.3970133,48.9994712,0.5341028,1.6143098,15
-29.2973421,48.9913787,0.529586,1.612506,15
-29.1976644,48.9833792,0.5250693,1.6107021,15
-29.0979802,48.9754723,0.5205525,1.6088982,15
-28.9982898,48.9676575,0.5160358,1.6070944,15
-28.8985932,48.9599346,0.511519,1.6052905,15
-28.7988809,48.9523025,0.5070023,1.6034866,15
-28.6991626,48.9447612,0.5024855,1.6016828,15
-28.5994385,48.9373101,0.5010913,1.6002949,15
-28.4997087,48.9299485,0.5035179,1.599416,15
-28.3999734,48.9226759,0.5059446,1.5985371,15
-28.3002327,48.9154916,0.5083712,1.5976582,15
-28.2004867,48.9083949,0.5107979,1.5967794,15
-28.1007355,48.9013851,0.5132246,1.5959005,15
-28.0009792,48.8944617,0.5156512,1.5950216,15
-27.9012179,48.8876239,0.5180779,1.5941427,15
-27.8014423,48.8808705,0.5205045,1.5932639,15
-27.701662,48.8742014,0.5229312,1.592385,15
-27.6018772,48.8676159,0.5257298,1.5911758,15
-27.5020879,48.8611133,0.5289946,1.5895526,15
-27.4022941,48.8546929,0.5322594,1.5879294,15
